Nombre,Peso,Categoria,Año,BV,Precio,A,C,V,Tech Base,Flamer,MG,Small Laser,Medium Laser,Large Laser,ER Small Laser,ER Medium Laser,ER Large Laser,Small Pulse Laser,Medium Pulse Laser,Large Pulse Laser,Heavy Small Laser,Heavy Medium Laser,Heavy Large Laser,PPC,ER PPC,Snub-Nose PPC,Heavy PPC,LRM 5,LRM 10,LRM 15,LRM 20,SRM 2,SRM 4,SRM 6,Streak SRM 2,Streak SRM 4,Streak SRM 6,MRM 10,MRM 20,MRM 30,MRM 40,ATM 3,ATM 6,ATM 9,ATM 12,AC 2,AC 5,AC 10,AC 20,Ultra AC 2,Ultra AC 5,Ultra AC 10,Ultra AC 20,LB 2-X,LB 5-X,LB 10-X,LB 20-X,RAC 2,RAC 5,Gauss Rifle,Heavy Gauss,Plasma Rifle / Cannon,Radiadores,TB,PB,Piernas,Blindaje,Disipacion,TLP,Calor,Daño,Reactor,PROPIEDAD,Comprado,Unidad
Argus AGS-6F Argus,60,Pesado,3078,1524,9687000,5,8,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,"12,2",195,2,Ferro Fibroso,Double,20,,21,42,Light Fusion Engine,Compra,NO
Argus AGS-8DX Argus,60,Pesado,3074,1598,12404200,5,8,0,Inner Sphere,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,12,"12,0",192,2,Estandar,Double,24,,11,15,XL Engine,Compra,NO
Assassin Alice Assassin,40,Medio,3066,1507,7332080,7,11,7,Inner Sphere,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,4",134,2,Ferro Fibroso,Double,20,,20,20,Light Fusion Engine,Compra,NO
Assassin ASN-101 Assassin,40,Medio,3024,757,3514463,7,11,5,Inner Sphere,,,3,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,0",64,2,Estandar,Single,10,,10,23,Fusion Engine,Compra,NO
Assassin ASN-21 Salazar Mk II Assassin,40,Medio,3056,1109,4095213,7,11,7,Inner Sphere,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"6,1",98,2,Ferro Fibroso,Double,20,,16,28,Fusion Engine,Compra,NO
Assassin ASN-21 Salazar Mk III Assassin,40,Medio,3070,1356,7382913,7,11,7,Inner Sphere,,,,6,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,"8,0",128,2,Estandar,Double,26,,22,38,XL Engine,Compra,NO
Assassin ASN-21 Salazar Assassin,40,Medio,2676,863,3755013,7,11,7,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"5,5",88,2,Estandar,Single,10,,10,18,Fusion Engine,Compra,NO
Assassin ASN-21 Assassin,40,Medio,2676,749,3743013,7,11,7,Inner Sphere,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Single,10,,7,14,Fusion Engine,Compra,NO
Assassin ASN-23 Assassin,40,Medio,3050,740,3900013,7,11,7,Inner Sphere,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,5",72,2,Estandar,Single,10,,6,11,Fusion Engine,Compra,NO
Assassin ASN-30 Assassin,40,Medio,3061,925,6230880,7,11,7,Inner Sphere,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,10,"6,5",104,2,Estandar,Single,10,,6,10,Light Fusion Engine,Compra,NO
Assassin ASN-99 Assassin,40,Medio,3068,1116,7934013,7,11,7,Inner Sphere,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,0",128,2,Furtivo,Double,20,,14,18,XL Engine,Compra,NO
Assassin 'Servitor' Assassin,40,Medio,3066,1019,7364563,7,11,7,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"8,0",128,2,Estandar,Double,20,,5,11,XL Engine,Compra,NO
Atlas AS7-A Atlas,100,Asalto,2954,1787,9384500,3,5,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,1,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,20,"19,0",304,2,Estandar,Single,20,,31,85,Fusion Engine,Compra,NO
Atlas AS7-C Atlas,100,Asalto,3050,2163,22858000,3,5,0,Inner Sphere,,,,,,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,21,"19,0",304,2,Estandar,Single,21,,35,57,XL Engine,Compra,NO
Atlas AS7-CM Atlas,100,Asalto,3050,2036,25074000,3,5,0,Inner Sphere,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,"19,0",304,2,Estandar,Single,20,,27,55,XL Engine,Compra,NO
Atlas AS7-D-DC Atlas,100,Asalto,2776,1858,10329000,3,5,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,"19,0",304,2,Estandar,Single,20,,23,62,Fusion Engine,Compra,NO
Atlas AS7-D Atlas,100,Asalto,2755,1897,9519000,3,5,0,Inner Sphere,,,,4,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,20,"19,0",304,2,Estandar,Single,20,,29,72,Fusion Engine,Compra,NO
Atlas AS7-Dr Atlas,100,Asalto,3070,2101,10414000,3,5,0,Inner Sphere,,,,4,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,22,"19,0",304,2,Estandar,Single,22,,37,67,Fusion Engine,Compra,NO
Atlas AS7-K-DC Atlas,100,Asalto,3050,2158,23324000,3,5,0,Inner Sphere,,,,,,,,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,"19,0",304,2,Estandar,Single,20,,35,57,XL Engine,Compra,NO
Atlas AS7-K Atlas,100,Asalto,3049,2175,22474000,3,5,0,Inner Sphere,,,,,,,,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,20,"19,0",304,2,Estandar,Single,20,,39,63,XL Engine,Compra,NO
Atlas AS7-K2 Atlas,100,Asalto,3082,2160,28653333,4,6,0,Inner Sphere,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"18,4",295,2,Ferro Fibroso,Double,20,,33,55,XL Engine,Compra,NO
Atlas AS7-K3 Atlas,100,Asalto,3083,2346,28699333,4,6,3,Inner Sphere,,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,10,"19,2",307,2,Ferro Fibroso,Double,20,,28,39,XL Engine,Compra,NO
Atlas AS7-K4 Atlas,100,Asalto,3098,2153,28821333,4,6,0,Inner Sphere,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,13,"18,4",295,2,Ferro Fibroso,Double,26,,39,49,XL Engine,Compra,NO
Atlas AS7-RS Atlas,100,Asalto,2892,1849,9201000,3,5,0,Inner Sphere,,,,,2,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,20,"19,0",304,2,Estandar,Single,20,,27,49,Fusion Engine,Compra,NO
Atlas AS7-S Atlas,100,Asalto,3050,1929,9783000,3,5,0,Inner Sphere,,,,4,,,,,,,,,,,,,,,,,,1,,,1,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,15,"19,0",304,2,Estandar,Double,30,,33,80,Fusion Engine,Compra,NO
Atlas AS7-S2 Salazar Mk III Atlas,100,Asalto,3061,2226,11192500,3,5,0,Inner Sphere,,,,,,,6,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,16,"19,0",304,2,Estandar,Double,32,,44,74,Fusion Engine,Compra,NO
Atlas AS7-S2 Salazar MkII Atlas,100,Asalto,3061,2437,10860000,3,5,0,Inner Sphere,,,,6,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,11,"19,0",304,2,Estandar,Double,22,,29,77,Fusion Engine,Compra,NO
Atlas AS7-S2 Salazar Atlas,100,Asalto,3061,2246,11314000,3,5,0,Inner Sphere,,,,,,,4,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,14,"19,2",307,2,Estandar,Double,28,,36,72,Fusion Engine,Compra,NO
Atlas AS7-S2 Atlas,100,Asalto,3061,2378,19134000,3,5,0,Inner Sphere,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,16,"19,0",304,2,Estandar,Double,32,,30,56,Light Fusion Engine,Compra,NO
Atlas AS7-S3 Atlas,100,Asalto,3062,2378,18939500,3,5,0,Inner Sphere,,,3,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,"19,0",304,2,Estandar,Double,28,,29,59,Light Fusion Engine,Compra,NO
Atlas AS8-D Atlas,100,Asalto,3074,2432,13303000,3,5,0,Inner Sphere,,,2,,,2,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,14,"19,2",307,2,Estandar,Double,28,,37,47,Fusion Engine,Compra,NO
Atlas C Atlas,100,Asalto,3050,2340,10250000,3,5,0,Mixed,,,,4,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,26,"19,0",304,2,Estandar,Single,26,,30,72,Fusion Engine,Compra,NO
Atlas II AS7-D-H (Devlin) Atlas II,100,Asalto,3078,2491,30626000,3,5,0,Mixed,,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,17,"19,0",304,2,Estandar,Double,34,,34,38,XL Engine,Compra,NO
Atlas II AS7-D-H Atlas II,100,Asalto,2765,2169,11079000,3,5,0,Inner Sphere,,,,,,,,2,,2,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,14,"19,0",304,2,Ferro Fibroso,Double,28,,44,70,Fusion Engine,Compra,NO
Atlas II AS7-D-H2-BL Atlas II,100,Asalto,3070,2434,10882000,3,5,0,Inner Sphere,,,,,,,,,,2,,,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,13,"19,0",304,2,Estandar,Double,26,,34,69,Fusion Engine,Compra,NO
Atlas II AS7-D-H2 Atlas II,100,Asalto,2780,2340,10675000,3,5,0,Inner Sphere,,,,,,,,,,2,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,13,"19,0",304,2,Ferro Fibroso,Double,26,,34,69,Fusion Engine,Compra,NO
Atlas III AS7-D2 Atlas III,100,Asalto,3110,2890,13960000,3,5,0,Mixed,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,12,"19,2",307,2,Estandar,Double,24,,10,32,Fusion Engine,Compra,NO
Atlas III AS7-D3 Atlas III,100,Asalto,3137,2564,14236000,3,5,0,Mixed,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,12,"19,2",307,2,Estandar,Double,24,,11,34,Fusion Engine,Compra,NO
Avalanche AVL-1O Avalanche,50,Medio,3133,1540,6225625,5,8,5,Inner Sphere,,,,,,,16,,,,,,,,2,1,,,,4,,,,2,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,10,"10,0",160,2,Estandar,Double,20,,149,202,Fusion Engine,Compra,NO
Avatar AV1-O Avatar,70,Pesado,3059,1395,17300479,4,6,4,Inner Sphere,,2,,2,,,5,2,1,2,,,,,1,2,,2,,6,2,,,,2,,1,,,2,,1,,,,,,,,1,,1,1,,,,1,1,,,4,,,10,"12,0",192,2,Estandar,Double,20,,228,457,XL Engine,Compra,NO
Awesome 15K AWS-15K Awesome 15K,80,Asalto,3070,1922,8071600,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"15,4",247,2,Estandar,Double,40,,48,38,Fusion Engine,Compra,NO
Awesome AWS-10KM (Cameron) Awesome,80,Asalto,3070,2466,13310370,3,5,0,Mixed,,,,,,1,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"15,4",247,2,Estandar,Double,38,,42,33,Fusion Engine,Compra,NO
Awesome AWS-10KM Awesome,80,Asalto,3068,1961,11533320,3,5,0,Inner Sphere,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,"15,4",247,2,Estandar,Double,36,,40,40,Compact Fusion Engine,Compra,NO
Awesome AWS-11H Awesome,80,Asalto,3142,2036,7224570,3,5,0,Mixed,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"15,0",240,2,Estandar,Double,46,,47,48,Fusion Engine,Compra,NO
Awesome AWS-8Q Awesome,80,Asalto,2665,1605,6598170,3,5,0,Inner Sphere,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"15,0",240,2,Estandar,Single,28,,31,33,Fusion Engine,Compra,NO
Awesome AWS-8R Awesome,80,Asalto,2683,1470,6388170,3,5,0,Inner Sphere,,,1,,1,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"15,0",240,2,Estandar,Single,28,,19,41,Fusion Engine,Compra,NO
Awesome AWS-8T Awesome,80,Asalto,2815,1593,6550170,3,5,0,Inner Sphere,,,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"15,0",240,2,Estandar,Single,23,,27,49,Fusion Engine,Compra,NO
Awesome AWS-8V Awesome,80,Asalto,2980,1510,6433170,3,5,0,Inner Sphere,,,1,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,"15,0",240,2,Estandar,Single,28,,24,36,Fusion Engine,Compra,NO
Awesome AWS-9M Awesome,80,Asalto,3049,1812,18046920,4,6,0,Inner Sphere,,,,,,,,,1,1,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"15,4",247,2,Estandar,Double,40,,55,47,XL Engine,Compra,NO
Awesome AWS-9Ma Awesome,80,Asalto,3051,1836,19106850,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,"15,4",247,2,Estandar,Double,40,,46,33,XL Engine,Compra,NO
Awesome AWS-9Q (Klatt) Awesome,80,Asalto,3071,1805,7554600,3,5,0,Inner Sphere,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"15,4",247,2,Estandar,Double,38,,42,43,Fusion Engine,Compra,NO
Awesome AWS-9Q Awesome,80,Asalto,3057,1875,7456050,3,5,0,Inner Sphere,,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"15,4",247,2,Estandar,Double,38,,41,43,Fusion Engine,Compra,NO
Axman AXM-1BL Axman,65,Pesado,3058,1600,6052880,4,6,4,Inner Sphere,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,10,"10,5",168,2,Estandar,Double,20,,13,23,Fusion Engine,Compra,NO
Axman AXM-1N Salazar Axman,65,Pesado,3048,1499,11934760,4,6,4,Inner Sphere,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,"13,2",211,2,Ferro Fibroso,Double,20,,28,43,XL Engine,Compra,NO
Axman AXM-1N Axman,65,Pesado,3048,1374,11827510,4,6,4,Inner Sphere,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,10,"11,2",179,2,Ferro Fibroso,Double,20,,26,44,XL Engine,Compra,NO
Axman AXM-2N Salazar A Axman,65,Pesado,3049,1572,12034160,4,6,4,Inner Sphere,,,,3,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"12,3",197,2,Ferro Fibroso,Double,22,,31,53,XL Engine,Compra,NO
Axman AXM-2N Salazar B Axman,65,Pesado,3049,1597,12001160,4,6,4,Inner Sphere,,,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"12,0",192,2,Estandar,Double,22,,25,55,XL Engine,Compra,NO
Axman AXM-2N Salazar C Axman,65,Pesado,3049,1561,12321260,4,6,4,Inner Sphere,,,,3,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"11,2",179,2,Ferro Fibroso,Double,20,,31,53,XL Engine,Compra,NO
Axman AXM-2N Salazar Axman,65,Pesado,3049,1655,12253610,4,6,4,Inner Sphere,,,,3,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,"12,5",200,2,Estandar,Double,22,,31,53,XL Engine,Compra,NO
Axman AXM-2N Axman,65,Pesado,3049,1458,11950010,4,6,4,Inner Sphere,,,,3,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"11,2",179,2,Ferro Fibroso,Double,20,,29,54,XL Engine,Compra,NO
Catapult CPLT-C1 Catapult,65,Pesado,2561,1399,5751125,4,6,4,Inner Sphere,,,,4,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"10,0",160,2,Estandar,Single,15,,22,50,Fusion Engine,Compra,NO
Axman AXM-3Sr Axman,65,Pesado,3069,1734,10707330,4,6,4,Inner Sphere,,,,,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,11,"11,2",179,2,Ferro Fibroso,Double,22,,20,26,Light Fusion Engine,Compra,NO
Axman AXM-4D Axman,65,Pesado,3071,1222,11613560,4,6,0,Inner Sphere,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"11,2",179,2,Ferro Fibroso,Single,10,,6,10,XL Engine,Compra,NO
Axman AXM-6T Axman,65,Pesado,3083,1830,17607884,5,8,0,Inner Sphere,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"12,2",195,2,Ferro Fibroso,Double,20,,20,20,XL Engine,Compra,NO
Baboon (Howler) 2 Baboon (Howler),20,Ligero,3063,757,2688240,6,9,0,Clan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,10,"3,6",57,2,Ferro Fibroso,Double,20,,8,24,XL Engine,Compra,NO
Baboon (Howler) 3 'Devil' Baboon (Howler),20,Ligero,3066,1277,2622240,6,9,0,Clan,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,6",57,2,Ferro Fibroso,Double,20,,15,10,XL Engine,Compra,NO
Baboon (Howler) 4 Baboon (Howler),20,Ligero,2877,506,1923440,7,11,7,Clan,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"4,2",67,2,Ferro Fibroso,Double,20,,2,5,Fusion Engine,Compra,NO
Baboon (Howler) 5 Baboon (Howler),20,Ligero,3053,1363,2126240,7,11,0,Clan,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,6",57,2,Ferro Fibroso,Double,20,,30,30,Fusion Engine,Compra,NO
Baboon (Howler) 6 Baboon (Howler),20,Ligero,3086,550,2072240,7,11,0,Clan,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,6",57,2,Ferro Fibroso,Double,20,,8,24,Fusion Engine,Compra,NO
Baboon (Howler)  Baboon (Howler),20,Ligero,2871,645,1808240,7,11,0,Clan,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"3,6",57,2,Ferro Fibroso,Double,20,,6,15,Fusion Engine,Compra,NO
Bakeneko BKN-1K Bakeneko,55,Medio,3100,2022,13523090,6,9,6,Mixed,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,"11,5",184,2,Estandar,Double,20,,25,24,XL Engine,Compra,NO
Balius  Balius,65,Pesado,3074,2157,19834031,6,9,6,Clan,1,,,,,,9,6,,8,2,8,1,,,1,,,,,1,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,10,"13,2",211,4,Ferro Fibroso,Double,20,,239,292,XL Engine,Compra,NO
Bandersnatch BNDR-01A Bandersnatch,75,Pesado,3052,1478,15795250,4,6,0,Inner Sphere,,,,6,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,10,"11,0",176,2,Estandar,Double,20,,28,65,XL Engine,Compra,NO
Bandersnatch BNDR-01Ar Bandersnatch,75,Pesado,3071,1522,16024937,4,6,0,Inner Sphere,,,,4,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,10,"11,0",176,2,Estandar,Double,20,,24,58,XL Engine,Compra,NO
Bandersnatch BNDR-01B Bandersnatch,75,Pesado,3065,1630,12445500,4,6,0,Inner Sphere,,,,4,,,,,,,,,,,1,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,10,"13,0",208,2,Estandar,Double,20,,32,54,Light Fusion Engine,Compra,NO
Bandersnatch Horus Bandersnatch,75,Pesado,3061,1584,15489875,4,6,0,Inner Sphere,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,11,"14,4",231,2,Estandar,Double,22,,32,58,XL Engine,Compra,NO
Bane (Kraken) 2 Bane (Kraken),100,Asalto,3053,2502,22828500,3,5,0,Clan,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,10,"19,0",304,2,Estandar,Double,20,,16,48,XL Engine,Compra,NO
Bane (Kraken) 3 Bane (Kraken),100,Asalto,3054,2941,23538000,3,5,0,Clan,,,,,,,,,,,,,,,,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,19,"19,0",304,2,Estandar,Double,38,,43,128,XL Engine,Compra,NO
Bane (Kraken) 4 Bane (Kraken),100,Asalto,3066,2709,23834000,3,5,0,Clan,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,17,"19,0",304,2,Estandar,Double,34,,40,84,XL Engine,Compra,NO
Bane (Kraken)  Bane (Kraken),100,Asalto,2827,1950,22504500,3,5,0,Clan,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,10,"19,0",304,2,Estandar,Double,20,,10,28,XL Engine,Compra,NO
Banshee BNC-3E Banshee,95,Asalto,2475,1422,9526577,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,16,"15,0",240,2,Estandar,Single,16,,12,18,Fusion Engine,Compra,NO
Banshee BNC-3M Banshee,95,Asalto,2579,1595,9824327,4,6,0,Inner Sphere,,,1,2,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"15,0",240,2,Estandar,Single,16,,27,33,Fusion Engine,Compra,NO
Banshee BNC-3MC Banshee,95,Asalto,3037,1487,9660827,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,11,"15,0",240,2,Estandar,Single,11,,14,23,Fusion Engine,Compra,NO
Banshee BNC-3Mr Banshee,95,Asalto,3073,1801,10534127,4,6,0,Inner Sphere,,,1,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,"15,0",240,2,Estandar,Double,32,,41,33,Fusion Engine,Compra,NO
Banshee BNC-3Q Banshee,95,Asalto,2915,1394,9517727,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,12,"15,0",240,2,Estandar,Single,12,,8,23,Fusion Engine,Compra,NO
Banshee BNC-3S (Reinesblatt) Banshee,95,Asalto,3029,1678,8373765,3,5,0,Inner Sphere,,,2,4,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,21,"15,0",240,2,Estandar,Single,21,,29,54,Fusion Engine,Compra,NO
Banshee BNC-3S Banshee,95,Asalto,3039,1803,19914470,3,5,0,Inner Sphere,,,,4,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,27,"16,0",256,2,Estandar,Single,27,,53,68,XL Engine,Compra,NO
Banshee BNC-3SS Banshee,95,Asalto,3026,1751,8833695,3,5,0,Inner Sphere,,,2,4,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,21,"15,0",240,2,Estandar,Single,21,,41,68,Fusion Engine,Compra,NO
Banshee BNC-5S (Sawyer) Banshee,95,Asalto,3057,2094,25395765,4,6,4,Inner Sphere,,,2,4,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,13,"15,0",240,2,Estandar,Double,26,,34,63,XL Engine,Compra,NO
Banshee BNC-5S (Vandergriff) Banshee,95,Asalto,3062,1853,25940590,4,6,4,Inner Sphere,,,,2,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,14,"15,0",240,2,Estandar,Double,28,,41,48,XL Engine,Compra,NO
Banshee BNC-5S Banshee,95,Asalto,3053,2065,25399665,4,6,0,Inner Sphere,,,2,4,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,14,"15,0",240,2,Estandar,Double,28,,49,73,XL Engine,Compra,NO
Banshee BNC-6S Banshee,95,Asalto,3062,1889,20662477,4,6,0,Inner Sphere,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,10,"14,5",232,2,Estandar,Double,20,,4,38,Light Fusion Engine,Compra,NO
